Instructor Name,HCM Home Dept,Crosslisted Course Flag,Course Subject Short Nm,Course Number,Course Title Nm,Pct of Instructor Hrs Taught,Semester Year Name Concat,Prorated Instr Enrollment Cnt,Crs Academic Division Nm,Section Nbr
Sanjit Seshia,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2017 Spring,2,College of Engineering (Division Lvl),068
Sanjit Seshia,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2017 Fall,6,College of Engineering (Division Lvl),065
Sanjit Seshia,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2018 Spring,3,College of Engineering (Division Lvl),043
Sanjit Seshia,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2018 Spring,1,College of Engineering (Division Lvl),068
Sanjit Seshia,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2018 Fall,8,College of Engineering (Division Lvl),065
Sanjit Seshia,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2019 Spring,3,College of Engineering (Division Lvl),043
Sanjit Seshia,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2019 Fall,1,College of Engineering (Division Lvl),065
Satish Rao,Electrical Eng & Computer Sci,,Computer Science,70,Discrete Math&Prob,50,2017 Fall,374.5,College of Engineering (Division Lvl),001
Satish Rao,Electrical Eng & Computer Sci,,Computer Science,70,Discrete Math&Prob,50,2018 Spring,386.5,College of Engineering (Division Lvl),001
Satish Rao,Electrical Eng & Computer Sci,,Computer Science,70,Discrete Math&Prob,100,2017 Spring,743,College of Engineering (Division Lvl),001
Satish Rao,Electrical Eng & Computer Sci,,Computer Science,170,Intro Cs Theory,50,2018 Fall,424,College of Engineering (Division Lvl),001
Satish Rao,Electrical Eng & Computer Sci,,Computer Science,170,Intro Cs Theory,50,2019 Fall,444,College of Engineering (Division Lvl),001
Satish Rao,Electrical Eng & Computer Sci,,Computer Science,188,Artif Intelligence,100,2017 Fall,574,College of Engineering (Division Lvl),001
Satish Rao,Electrical Eng & Computer Sci,,Computer Science,197,Field Study,50,2018 Spring,2.5,College of Engineering (Division Lvl),210
Satish Rao,Electrical Eng & Computer Sci,,Computer Science,197,Field Study,100,2017 Spring,8,College of Engineering (Division Lvl),210
Satish Rao,Electrical Eng & Computer Sci,,Computer Science,197,Field Study,100,2017 Fall,20,College of Engineering (Division Lvl),209
Satish Rao,Electrical Eng & Computer Sci,,Computer Science,197,Field Study,100,2018 Fall,3,College of Engineering (Division Lvl),209
Satish Rao,Electrical Eng & Computer Sci,,Computer Science,198,Directed Group Stdy,100,2018 Fall,78,College of Engineering (Division Lvl),087
Satish Rao,Electrical Eng & Computer Sci,,Computer Science,198,Directed Group Stdy,100,2018 Fall,70,College of Engineering (Division Lvl),092
Satish Rao,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2016 Fall,1,College of Engineering (Division Lvl),036
Satish Rao,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2017 Spring,1,College of Engineering (Division Lvl),068
Satish Rao,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2017 Fall,1,College of Engineering (Division Lvl),036
Satish Rao,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2018 Spring,1,College of Engineering (Division Lvl),068
Satish Rao,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2019 Fall,6,College of Engineering (Division Lvl),036
Satish Rao,Electrical Eng & Computer Sci,,Computer Science,270,Comb Alg & Data Str,100,2017 Spring,64,College of Engineering (Division Lvl),001
Satish Rao,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2016 Fall,3,College of Engineering (Division Lvl),052
Satish Rao,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2017 Spring,5,College of Engineering (Division Lvl),089
Satish Rao,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2017 Fall,6,College of Engineering (Division Lvl),052
Satish Rao,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2018 Spring,6,College of Engineering (Division Lvl),089
Satish Rao,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2018 Fall,7,College of Engineering (Division Lvl),052
Satish Rao,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2019 Fall,3,College of Engineering (Division Lvl),052
Satish Rao,Electrical Eng & Computer Sci,,Computer Science,375,Teaching Techniques,100,2018 Fall,82,College of Engineering (Division Lvl),001
Satish Rao,Electrical Eng & Computer Sci,,Computer Science,399,Supervised Teaching,50,2017 Fall,5,College of Engineering (Division Lvl),019
Satish Rao,Electrical Eng & Computer Sci,,Computer Science,399,Supervised Teaching,50,2018 Spring,5.5,College of Engineering (Division Lvl),030
Satish Rao,Electrical Eng & Computer Sci,,Computer Science,399,Supervised Teaching,50,2018 Fall,7,College of Engineering (Division Lvl),003
Satish Rao,Electrical Eng & Computer Sci,,Computer Science,399,Supervised Teaching,50,2019 Fall,13.5,College of Engineering (Division Lvl),003
Satish Rao,Electrical Eng & Computer Sci,,Computer Science,399,Supervised Teaching,100,2017 Spring,7,College of Engineering (Division Lvl),030
Satish Rao,Electrical Eng & Computer Sci,,Electrical Eng & Computer Sci,47F,Supl Disc Math&Prob,50,2018 Spring,1,College of Engineering (Division Lvl),001
Sayeef Salahuddin,Electrical Eng & Computer Sci,,Electrical Engineering,130,Ic Devices,100,2017 Spring,15,College of Engineering (Division Lvl),001
Sayeef Salahuddin,Electrical Eng & Computer Sci,,Electrical Engineering,130,Ic Devices,100,2018 Spring,23,College of Engineering (Division Lvl),001
Sayeef Salahuddin,Electrical Eng & Computer Sci,,Electrical Engineering,H196A,Sr Honors Thesis,100,2018 Fall,1,College of Engineering (Division Lvl),003
Sayeef Salahuddin,Electrical Eng & Computer Sci,,Electrical Engineering,230A,Ic Devices,100,2017 Spring,5,College of Engineering (Division Lvl),001
Sayeef Salahuddin,Electrical Eng & Computer Sci,,Electrical Engineering,230A,Ic Devices,100,2018 Spring,8,College of Engineering (Division Lvl),001
Sayeef Salahuddin,Electrical Eng & Computer Sci,,Electrical Engineering,230C,Solid St Elec,100,2016 Fall,23,College of Engineering (Division Lvl),001
Sayeef Salahuddin,Electrical Eng & Computer Sci,,Electrical Engineering,230C,Solid St Elec,100,2017 Fall,18,College of Engineering (Division Lvl),001
Sayeef Salahuddin,Electrical Eng & Computer Sci,,Electrical Engineering,230C,Solid St Elec,100,2018 Fall,19,College of Engineering (Division Lvl),001
Sayeef Salahuddin,Electrical Eng & Computer Sci,,Electrical Engineering,290B,Solid State Devices,33.33333333,2017 Fall,2,College of Engineering (Division Lvl),001
Sayeef Salahuddin,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2016 Fall,8,College of Engineering (Division Lvl),061
Sayeef Salahuddin,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2017 Spring,8,College of Engineering (Division Lvl),067
Sayeef Salahuddin,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2017 Fall,10,College of Engineering (Division Lvl),061
Sayeef Salahuddin,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2018 Spring,8,College of Engineering (Division Lvl),067
Sayeef Salahuddin,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2018 Fall,8,College of Engineering (Division Lvl),061
Sayeef Salahuddin,Electrical Eng & Computer Sci,,UGIS-UG Interdisc Studies,192D,Research Physic Sci,100,2016 Fall,1,L&S Undergraduate Studies Division,025
Sayeef Salahuddin,Electrical Eng & Computer Sci,,UGIS-UG Interdisc Studies,192D,Research Physic Sci,100,2017 Fall,2,L&S Undergraduate Studies Division,031
Sayeef Salahuddin,Electrical Eng & Computer Sci,,UGIS-UG Interdisc Studies,192D,Research Physic Sci,100,2018 Spring,4,L&S Undergraduate Studies Division,022
Sayeef Salahuddin,Electrical Eng & Computer Sci,,UGIS-UG Interdisc Studies,192D,Research Physic Sci,100,2018 Fall,4,L&S Undergraduate Studies Division,030
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,168,Internet Arch,50,2018 Fall,263.5,College of Engineering (Division Lvl),001
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,168,Internet Arch,100,2016 Fall,482,College of Engineering (Division Lvl),001
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,168,Internet Arch,100,2017 Fall,526,College of Engineering (Division Lvl),001
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,194,Special Topics,50,2017 Spring,10.5,College of Engineering (Division Lvl),030
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,197,Field Study,100,2018 Fall,5,College of Engineering (Division Lvl),223
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,197,Field Study,100,2019 Spring,3,College of Engineering (Division Lvl),220
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,198,Directed Group Stdy,100,2017 Spring,136,College of Engineering (Division Lvl),075
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,198,Directed Group Stdy,100,2017 Fall,103,College of Engineering (Division Lvl),075
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,198,Directed Group Stdy,100,2017 Fall,25,College of Engineering (Division Lvl),083
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,198,Directed Group Stdy,100,2018 Spring,82,College of Engineering (Division Lvl),075
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,198,Directed Group Stdy,100,2018 Spring,25,College of Engineering (Division Lvl),083
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,198,Directed Group Stdy,100,2018 Fall,40,College of Engineering (Division Lvl),075
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,198,Directed Group Stdy,100,2019 Spring,53,College of Engineering (Division Lvl),075
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,198,Directed Group Stdy,100,2019 Spring,31,College of Engineering (Division Lvl),094
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2016 Fall,3,College of Engineering (Division Lvl),039
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2017 Spring,4,College of Engineering (Division Lvl),078
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2017 Fall,7,College of Engineering (Division Lvl),039
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2018 Spring,2,College of Engineering (Division Lvl),078
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2018 Fall,4,College of Engineering (Division Lvl),039
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2019 Fall,1,College of Engineering (Division Lvl),039
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,294,Special Topics,100,2017 Spring,1,College of Engineering (Division Lvl),998
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2016 Fall,6,College of Engineering (Division Lvl),057
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2017 Spring,6,College of Engineering (Division Lvl),098
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2017 Fall,8,College of Engineering (Division Lvl),057
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2018 Spring,7,College of Engineering (Division Lvl),098
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2018 Fall,7,College of Engineering (Division Lvl),057
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2019 Spring,7,College of Engineering (Division Lvl),098
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2019 Fall,8,College of Engineering (Division Lvl),057
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2020 Spring,7,College of Engineering (Division Lvl),098
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,399,Supervised Teaching,100,2016 Fall,2,College of Engineering (Division Lvl),029
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,399,Supervised Teaching,100,2017 Spring,4,College of Engineering (Division Lvl),021
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,399,Supervised Teaching,100,2017 Fall,12,College of Engineering (Division Lvl),029
Scott Shenker,Electrical Eng & Computer Sci,,Computer Science,399,Supervised Teaching,100,2018 Fall,6,College of Engineering (Division Lvl),029
Sergey Levine,Electrical Eng & Computer Sci,,Computer Science,188,Artif Intelligence,50,2018 Spring,333.5,College of Engineering (Division Lvl),001
Sergey Levine,Electrical Eng & Computer Sci,,Computer Science,H196A,Sr Honors Thesis,100,2016 Fall,1,College of Engineering (Division Lvl),004
Sergey Levine,Electrical Eng & Computer Sci,,Computer Science,H196A,Sr Honors Thesis,100,2019 Fall,1,College of Engineering (Division Lvl),004
Sergey Levine,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2017 Fall,2,College of Engineering (Division Lvl),073
Sergey Levine,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2018 Spring,10,College of Engineering (Division Lvl),106
Sergey Levine,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2018 Fall,6,College of Engineering (Division Lvl),073
Sergey Levine,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2019 Fall,12,College of Engineering (Division Lvl),073
Sergey Levine,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2020 Spring,9,College of Engineering (Division Lvl),106
Sergey Levine,Electrical Eng & Computer Sci,,Computer Science,285,Deep Reinf Learning,100,2019 Fall,195,College of Engineering (Division Lvl),001
Sergey Levine,Electrical Eng & Computer Sci,,Computer Science,294,Special Topics,33.33333333,2016 Fall,11.6666666667,College of Engineering (Division Lvl),131
Sergey Levine,Electrical Eng & Computer Sci,,Computer Science,294,Special Topics,100,2017 Spring,85,College of Engineering (Division Lvl),112
Sergey Levine,Electrical Eng & Computer Sci,,Computer Science,294,Special Topics,100,2017 Fall,132,College of Engineering (Division Lvl),112
Sergey Levine,Electrical Eng & Computer Sci,,Computer Science,294,Special Topics,100,2018 Fall,168,College of Engineering (Division Lvl),112
Sergey Levine,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2016 Fall,5,College of Engineering (Division Lvl),025
Sergey Levine,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2017 Spring,7,College of Engineering (Division Lvl),064
Sergey Levine,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2017 Fall,13,College of Engineering (Division Lvl),025
Sergey Levine,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2018 Spring,12,College of Engineering (Division Lvl),064
Sergey Levine,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2018 Fall,15,College of Engineering (Division Lvl),025
Sergey Levine,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2019 Fall,19,College of Engineering (Division Lvl),025
Sergey Levine,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2020 Spring,20,College of Engineering (Division Lvl),064
Sergey Levine,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2019 Fall,1,College of Engineering (Division Lvl),109
Sergey Levine,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2020 Spring,1,College of Engineering (Division Lvl),010
Sergey Levine,Electrical Eng & Computer Sci,,UGIS-UG Interdisc Studies,192D,Research Physic Sci,100,2017 Spring,2,L&S Undergraduate Studies Division,021
Seth Sanders,Electrical Eng & Computer Sci,Y,Electrical Eng & Computer Sci,16B,Design Info Dev Ii,25,2020 Spring,225.25,College of Engineering (Division Lvl),001
Seth Sanders,Electrical Eng & Computer Sci,Y,Electrical Engineering,C128,Feedback Cntrl Sys,100,2016 Fall,26,College of Engineering (Division Lvl),001
Seth Sanders,Electrical Eng & Computer Sci,Y,Mechanical Engineering,C134,Feedback Cntrl Sys,100,2016 Fall,30,College of Engineering (Division Lvl),001
Seth Sanders,Electrical Eng & Computer Sci,,Electrical Eng & Computer Sci,47E,Sup Design Info Dev,50,2020 Spring,2,College of Engineering (Division Lvl),001
Seth Sanders,Electrical Eng & Computer Sci,,Electrical Engineering,113,Power Electronics,100,2017 Spring,9,College of Engineering (Division Lvl),001
